candidate_id	source_sequence_index	rank	length_nt	score_without_rnafold	gc	gc_difference_to_target	tai_like	tai_difference_to_target	cai	mfe_proxy_report_only	restriction_site_total	polyA_signal_total	restriction_hits	polyA_hits	aa_fidelity	codon_accuracy_vs_reference
seq2_candidate5	2	5	1116	19.830371646390187	0.4632616487455197	0.033261648745519734	0.32484819511214313	0.048151804887856864	0.7016535069594998	0.4853046594982078	1	1	{'BamHI': 0, 'BglII': 1, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 1}	1.0	0.3655913978494624
seq2_candidate6	2	6	1116	19.87096610593937	0.46774193548387094	0.03774193548387095	0.3073411654731054	0.06565883452689458	0.6913209410460163	0.48709677419354835	2	0	{'BamHI': 0, 'BglII': 0, 'KasI': 2, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3790322580645161
seq2_candidate7	2	7	1116	19.878132057362308	0.4659498207885305	0.035949820788530484	0.2940933892358244	0.0789066107641756	0.6891476731119807	0.4863799283154122	2	0	{'BamHI': 1, 'BglII': 1, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.34946236559139787
seq2_candidate8	2	8	1116	19.885380643416706	0.47580645161290325	0.045806451612903254	0.3337262190238746	0.03927378097612538	0.6742378880220666	0.4903225806451612	2	0	{'BamHI': 1, 'BglII': 0, 'KasI': 0, 'SacI': 1}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3655913978494624
seq2_candidate9	2	9	1116	29.76523090819339	0.4578853046594982	0.027885304659498233	0.36375460314103636	0.00924539685896364	0.7111114146071306	0.48315412186379925	3	0	{'BamHI': 2, 'BglII': 0, 'KasI': 1, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3655913978494624
seq2_candidate10	2	10	1116	29.84196119491695	0.37007168458781364	0.05992831541218635	0.3047947001968401	0.06820529980315992	0.9319147330699065	0.44802867383512535	3	0	{'BamHI': 2, 'BglII': 0, 'KasI': 0, 'SacI': 1}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.4435483870967742
seq2_candidate11	2	11	1116	29.849730721788557	0.4731182795698925	0.043118279569892504	0.35484414091225264	0.01815585908774736	0.6817965111575212	0.489247311827957	3	0	{'BamHI': 1, 'BglII': 1, 'KasI': 0, 'SacI': 1}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.31989247311827956
seq2_candidate12	2	12	1116	39.89376100326483	0.48476702508960573	0.054767025089605736	0.36508453673302976	0.007915463266970235	0.6664451207211245	0.49390681003584225	4	0	{'BamHI': 1, 'BglII': 2, 'KasI': 0, 'SacI': 1}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3387096774193548
seq3_candidate1	3	1	894	9.611821632127445	0.42393736017897093	0.006062639821029059	0.4215556936055129	0.04855569360551293	0.9219692415243684	0.4695749440715883	1	0	{'BamHI': 0, 'BglII': 1, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.47315436241610737
seq3_candidate2	3	2	894	9.974254164521277	0.5055928411633109	0.07559284116331094	0.38598275806746674	0.012982758067466738	0.6821999163988676	0.5022371364653243	1	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 1}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3959731543624161
seq3_candidate3	3	3	894	9.987565907155627	0.5055928411633109	0.07559284116331094	0.3401166271558629	0.032883372844137115	0.6953776606835075	0.5022371364653243	1	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 1}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.34563758389261745
seq3_candidate4	3	4	894	9.997933294008227	0.5123042505592841	0.08230425055928409	0.36662890314356067	0.006371096856439329	0.6753096101706981	0.5049217002237135	1	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 1}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3221476510067114
seq3_candidate5	3	5	894	10.029169868888618	0.5156599552572707	0.08565995525727071	0.35276807129728216	0.02023192870271784	0.6674037616863653	0.5062639821029083	1	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 1}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3053691275167785
seq3_candidate6	3	6	894	10.06152573775044	0.5246085011185683	0.09460850111856828	0.3637923497629628	0.00920765023703718	0.6522318339217402	0.5098434004474273	1	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 1}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.36577181208053694
seq3_candidate7	3	7	894	19.98546214531098	0.5089485458612976	0.07894854586129757	0.36822774161959837	0.004772258380401628	0.6702085930292234	0.503579418344519	2	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 2}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.31543624161073824
seq3_candidate8	3	8	894	20.002218318951847	0.5011185682326622	0.07111856823266222	0.3125151632068074	0.06048483679319261	0.6854815815439897	0.5004474272930649	2	0	{'BamHI': 0, 'BglII': 0, 'KasI': 1, 'SacI': 1}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3859060402684564
seq3_candidate9	3	9	894	20.028437841797583	0.5178970917225951	0.08789709172259513	0.3828773830620517	0.009877383062051714	0.6660558163096985	0.507158836689038	2	0	{'BamHI': 1, 'BglII': 0, 'KasI': 0, 'SacI': 1}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3389261744966443
seq3_candidate10	3	10	894	20.068960288723634	0.5246085011185683	0.09460850111856828	0.3556776838491632	0.017322316150836792	0.6535920638029525	0.5098434004474273	2	0	{'BamHI': 1, 'BglII': 0, 'KasI': 1, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.33557046979865773
seq3_candidate11	3	11	894	40.01633380593513	0.5167785234899329	0.08677852348993292	0.365456924675912	0.007543075324087989	0.6766467266973666	0.506711409395973	4	0	{'BamHI': 1, 'BglII': 0, 'KasI': 0, 'SacI': 3}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.348993288590604
seq3_candidate12	3	12	894	40.144098594255475	0.5380313199105146	0.10803131991051457	0.33999663500209804	0.03300336499790196	0.6420601007689726	0.5152125279642057	4	0	{'BamHI': 2, 'BglII': 0, 'KasI': 0, 'SacI': 2}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.33557046979865773
seq4_candidate1	4	1	537	-0.334414039122205	0.43947858472998136	0.009478584729981365	0.4481534717465531	0.07515347174655312	0.8949636995773672	0.4757914338919924	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.40782122905027934
seq4_candidate2	4	2	537	-0.12265983293480259	0.478584729981378	0.04858472998137803	0.410173608811238	0.03717360881123799	0.7083447233431054	0.4914338919925512	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3575418994413408
seq4_candidate3	4	3	537	-0.09933787843611813	0.48789571694599626	0.05789571694599627	0.3877896529435186	0.014789652943518583	0.6914207983272436	0.49515828677839846	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3854748603351955
seq4_candidate4	4	4	537	-0.07233999717269746	0.4934823091247672	0.06348230912476721	0.3657404632223654	0.007259536777634579	0.6670575408988018	0.4973929236499069	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3575418994413408
seq4_candidate5	4	5	537	-0.03543885619790449	0.49534450651769085	0.06534450651769086	0.3317953033242391	0.04120469667576088	0.6760431578888576	0.4981378026070763	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3407821229050279
seq4_candidate6	4	6	537	-0.0275197043060455	0.49906890130353815	0.06906890130353815	0.34447038990437395	0.028529610095626046	0.6646498392316483	0.49962756052141527	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.45251396648044695
seq4_candidate7	4	7	537	-0.02301972693727361	0.5027932960893855	0.0727932960893855	0.4034424652618808	0.030442465261880824	0.6892707531133929	0.5011173184357541	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.36312849162011174
seq4_candidate8	4	8	537	0.0565713922349535	0.5102420856610801	0.0802420856610801	0.3138382373447708	0.05916176265522921	0.6471174261291922	0.504096834264432	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.4245810055865922
seq4_candidate9	4	9	537	9.870705340227019	0.4748603351955307	0.04486033519553073	0.3260003475934068	0.046999652406593206	0.711471305923394	0.4899441340782123	1	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 1}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3687150837988827
seq4_candidate10	4	10	537	9.92787037278097	0.49534450651769085	0.06534450651769086	0.38085077133544093	0.007850771335440931	0.6827168492504707	0.4981378026070763	1	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 1}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3463687150837989
seq4_candidate11	4	11	537	9.985470632857494	0.5009310986964618	0.0709310986964618	0.3362061590900123	0.03679384090998772	0.6700952056766839	0.5003724394785848	1	0	{'BamHI': 1, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.36312849162011174
seq4_candidate12	4	12	537	10.022486952513733	0.515828677839851	0.08582867783985099	0.38803158484023526	0.015031584840235257	0.6717186873718132	0.5063314711359403	1	0	{'BamHI': 1, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.36312849162011174
seq5_candidate1	5	1	648	-0.27955372817613805	0.44907407407407407	0.019074074074074077	0.3736243588283033	0.0006243588283033064	0.7129487666014753	0.4796296296296295	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.4027777777777778
seq5_candidate2	5	2	648	-0.22019764895216243	0.4398148148148148	0.009814814814814832	0.5475216756525715	0.17452167565257148	0.8679571677279865	0.47592592592592586	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.4537037037037037
seq5_candidate3	5	3	648	-0.18839885171934956	0.4660493827160494	0.036049382716049405	0.38354070812390256	0.010540708123902565	0.6862741814148995	0.4864197530864197	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.35185185185185186
seq5_candidate4	5	4	648	-0.18028391120705523	0.4691358024691358	0.03913580246913578	0.3678212596857292	0.005178740314270791	0.6840117227957383	0.4876543209876542	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3611111111111111
seq5_candidate5	5	5	648	-0.13601790823493842	0.4675925925925926	0.03759259259259262	0.43219129281048435	0.05919129281048435	0.6911591428315865	0.487037037037037	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.35185185185185186
seq5_candidate6	5	6	648	-0.12757037010923478	0.48148148148148145	0.05148148148148146	0.3683242039081138	0.004675796091886175	0.6763441842540936	0.4925925925925925	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.4212962962962963
seq5_candidate7	5	7	648	-0.08190259055365717	0.48148148148148145	0.05148148148148146	0.4166408346037631	0.04364083460376311	0.6629387021666923	0.4925925925925925	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3333333333333333
seq5_candidate8	5	8	648	-0.05441960438852633	0.4845679012345679	0.054567901234567895	0.4261153632138804	0.053115363213880384	0.6516131450813566	0.4938271604938271	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.2962962962962963
seq5_candidate9	5	9	648	9.799155773262795	0.4645061728395062	0.03450617283950619	0.3644701073157666	0.008529892684233376	0.6947976215589258	0.4858024691358025	1	0	{'BamHI': 0, 'BglII': 1, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.35648148148148145
seq5_candidate10	5	10	648	9.862678662014389	0.4722222222222222	0.04222222222222222	0.4116656613878502	0.038665661387850214	0.6897517765247021	0.4888888888888888	0	1	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 1}	1.0	0.33796296296296297
seq5_candidate11	5	11	648	9.90628613503311	0.4876543209876543	0.05765432098765433	0.3716687212599464	0.0013312787400536208	0.6513248553151223	0.49506172839506163	1	0	{'BamHI': 0, 'BglII': 1, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3425925925925926
seq5_candidate12	5	12	648	9.91718529444088	0.4845679012345679	0.054567901234567895	0.39404162584677865	0.021041625846778655	0.6442558726883413	0.49382716049382713	0	1	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 1}	1.0	0.28703703703703703
seq6_candidate1	6	1	294	-0.2901253885305152	0.4489795918367347	0.0189795918367347	0.297600690207724	0.07539930979227599	0.88288613133946	0.4795918367346938	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.4489795918367347
seq6_candidate2	6	2	294	-0.06140075234681547	0.4965986394557823	0.06659863945578232	0.36228328036053836	0.010716719639461636	0.6770240596188127	0.49863945578231283	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3673469387755102
seq6_candidate3	6	3	294	-0.055346533710610435	0.48639455782312924	0.05639455782312924	0.30647622465262614	0.06652377534737386	0.6948970807010025	0.4945578231292517	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3673469387755102
seq6_candidate4	6	4	294	0.08775533659521717	0.5170068027210885	0.08700680272108846	0.44187795444589595	0.06887795444589595	0.6582996574700652	0.5068027210884353	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.336734693877551
seq6_candidate5	6	5	294	0.15133978744648185	0.5374149659863946	0.1074149659863946	0.3386072882116422	0.03439271178835779	0.6254255765749087	0.5149659863945577	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3469387755102041
seq6_candidate6	6	6	294	0.17322710510535683	0.5340136054421769	0.10401360544217692	0.3028939924430303	0.07010600755696972	0.6258666484406411	0.5136054421768707	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.30612244897959184
seq6_candidate7	6	7	294	9.923569956643183	0.48639455782312924	0.05639455782312924	0.32738544127653224	0.04561455872346776	0.6952456667456043	0.4945578231292517	1	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 1}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.2755102040816326
seq6_candidate8	6	8	294	9.944589745432978	0.5034013605442177	0.0734013605442177	0.37206631289346004	0.0009336871065399599	0.6998987677008662	0.501360544217687	1	0	{'BamHI': 0, 'BglII': 1, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3163265306122449
seq6_candidate9	6	9	294	9.984227652368832	0.5068027210884354	0.07680272108843539	0.38734196538736076	0.014341965387360767	0.6746503947445404	0.5027210884353741	1	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 1}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.40816326530612246
seq6_candidate10	6	10	294	10.037360890876757	0.5170068027210885	0.08700680272108846	0.34833136394248987	0.02466863605751013	0.670669912130213	0.5068027210884353	1	0	{'BamHI': 0, 'BglII': 0, 'KasI': 1, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3469387755102041
seq6_candidate11	6	11	294	10.128464507488804	0.5272108843537415	0.09721088435374153	0.43807403026314623	0.06507403026314623	0.6509061203786158	0.5108843537414965	1	0	{'BamHI': 0, 'BglII': 1, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.42857142857142855
seq6_candidate12	6	12	294	10.15006581383776	0.54421768707483	0.11421768707482999	0.3789903676076717	0.005990367607671687	0.6255906041384647	0.5176870748299318	1	0	{'BamHI': 0, 'BglII': 0, 'KasI': 1, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.32653061224489793
seq7_candidate1	7	1	348	-0.37331425251214456	0.4166666666666667	0.013333333333333308	0.3928244418071142	0.01982444180711418	0.892944055305184	0.4666666666666667	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.47413793103448276
seq7_candidate2	7	2	348	-0.2094113467327849	0.45689655172413796	0.026896551724137963	0.4165313057015935	0.043531305701593526	0.7210577186618605	0.48275862068965514	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3793103448275862
seq7_candidate3	7	3	348	-0.1987641640090626	0.45977011494252873	0.029770114942528736	0.34111503378113	0.03188496621886999	0.6994591799960951	0.4839080459770113	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3620689655172414
seq7_candidate4	7	4	348	-0.18219011293816484	0.47126436781609193	0.04126436781609194	0.37331755490899193	0.00031755490899193495	0.6951302782230491	0.4885057471264368	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.39655172413793105
seq7_candidate5	7	5	348	-0.11967779088045766	0.47701149425287354	0.04701149425287354	0.40617712707303	0.03317712707303	0.6818017899299637	0.49080459770114926	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3706896551724138
seq7_candidate6	7	6	348	-0.10556085367814888	0.47413793103448276	0.04413793103448277	0.3177375071757594	0.05526249282424062	0.6747501412806411	0.4896551724137931	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3275862068965517
seq7_candidate7	7	7	348	-0.09915962373517428	0.47988505747126436	0.04988505747126437	0.4118081496146568	0.038808149614656784	0.6750160064697771	0.4919540229885056	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.35344827586206895
seq7_candidate8	7	8	348	-0.09167008551434769	0.4827586206896552	0.0527586206896552	0.39631387643354193	0.023313876433541936	0.6520368894130208	0.49310344827586194	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.33620689655172414
seq7_candidate9	7	9	348	-0.07177192028425189	0.4827586206896552	0.0527586206896552	0.42993547856165787	0.05693547856165787	0.6794837632090611	0.49310344827586206	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3275862068965517
seq7_candidate10	7	10	348	-0.05955222029712165	0.4827586206896552	0.0527586206896552	0.2990854607684936	0.07391453923150637	0.6890024845744976	0.49310344827586194	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.45689655172413796
seq7_candidate11	7	11	348	9.771019436701227	0.4482758620689655	0.01827586206896553	0.31876974908277744	0.054230250917222556	0.7126285249837149	0.4793103448275862	1	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 1}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.33620689655172414
seq7_candidate12	7	12	348	9.942882444270646	0.4885057471264368	0.0585057471264368	0.33714277677834914	0.03585722322165086	0.6539955349135053	0.49540229885057463	1	0	{'BamHI': 0, 'BglII': 0, 'KasI': 1, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3793103448275862
seq8_candidate1	8	1	432	-0.3252340022430665	0.4513888888888889	0.0213888888888889	0.3846981894863707	0.011698189486370691	0.8449754945699856	0.48055555555555546	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.375
seq8_candidate2	8	2	432	-0.08845687580683853	0.48842592592592593	0.05842592592592594	0.3905889780054759	0.017588978005475875	0.6794991150320363	0.49537037037037024	0	0	{'BamHI': 0, 'BglII': 0, 'KasI': 0, 'SacI': 0}	{'canonical_polyA': 0, 'variant_polyA': 0}	1.0	0.3055555555555556
